annotation_id,image_path,observation_id,individual_id,body_part,bbox_x,bbox_y,bbox_w,bbox_h,img_width,img_height,split,notes,created_at
60ede8e452e9,data/sources/flickr/images/48801353221.jpg,flickr_3ff023f5,otter-0789,throat,693,239,147,230,1839,1226,,Generated by best.pt; confidence=0.933296,2026-08-03T17:47:07+00:00
9806a3684332,data/sources/flickr/images/48801353221.jpg,flickr_3ff023f5,otter-0789,throat_portrait,693,239,147,230,1839,1226,,Generated by best.pt; confidence=0.933296,2026-08-03T17:47:10+00:00
8f803a55b094,data/sources/flickr/images/4882012959.jpg,flickr_8d7c8478,otter-0790,whole_body,425,261,132,115,1024,680,,Generated by best.pt; confidence=0.739147,2026-08-03T17:47:19+00:00
d479d23eb26f,data/sources/flickr/images/4882012959.jpg,flickr_8d7c8478,otter-0790,throat,456,293,75,77,1024,680,,Generated by best.pt; confidence=0.453081,2026-08-03T17:47:22+00:00
8d9aa48d24bc,data/sources/flickr/images/48854018592.jpg,flickr_75d2743c,otter-0388,whole_body,535,205,1385,1872,3251,2104,,Generated by best.pt; confidence=0.342734,2026-08-03T17:47:29+00:00
756bda96a4d9,data/sources/flickr/images/48854018592.jpg,flickr_75d2743c,otter-0388,throat,885,387,586,1206,3251,2104,,Generated by best.pt; confidence=0.860229,2026-08-03T17:47:31+00:00
dae404e93b36,data/sources/flickr/images/48877484951.jpg,flickr_ec5997cc,otter-0792,whole_body,1198,737,2505,1855,3872,2592,,Generated by best.pt; confidence=0.728030,2026-08-03T17:48:22+00:00
2f82d1b8e267,data/sources/flickr/images/48877484951.jpg,flickr_ec5997cc,otter-0792,throat,1482,1181,744,1176,3872,2592,,Generated by best.pt; confidence=0.946468,2026-08-03T17:48:24+00:00
bc1dfa12d91c,data/sources/flickr/images/48877484951.jpg,flickr_ec5997cc,otter-0792,throat_portrait,1481,1189,736,1172,3872,2592,,Generated by best.pt; confidence=0.947732,2026-08-03T17:48:26+00:00
b073d863f30d,data/sources/flickr/images/48883887717.jpg,flickr_44061d94,otter-0303,whole_body,269,151,579,374,1024,640,,Generated by best.pt; confidence=0.944036,2026-08-03T17:48:32+00:00
8c55ad1d064c,data/sources/flickr/images/48883887717.jpg,flickr_44061d94,otter-0303,throat,309,218,189,228,1024,640,,Generated by best.pt; confidence=0.940405,2026-08-03T17:48:35+00:00
54678b687688,data/sources/flickr/images/48883887717.jpg,flickr_44061d94,otter-0303,throat_portrait,309,219,188,226,1024,640,,Generated by best.pt; confidence=0.955656,2026-08-03T17:48:36+00:00
a50cd518ce99,data/sources/flickr/images/49085939237.jpg,flickr_14e3a76b,otter-0794,whole_body,298,210,137,202,1000,667,,Generated by best.pt; confidence=0.935246,2026-08-03T17:49:23+00:00
b36fcdc6da1d,data/sources/flickr/images/49085939237.jpg,flickr_14e3a76b,otter-0794,throat,336,241,75,154,1000,667,,Generated by best.pt; confidence=0.944538,2026-08-03T17:49:25+00:00
77f06c524b00,data/sources/flickr/images/49085939237.jpg,flickr_14e3a76b,otter-0794,throat_portrait,336,241,75,155,1000,667,,Generated by best.pt; confidence=0.263197,2026-08-03T17:49:26+00:00
56d4e4abad02,data/sources/flickr/images/49088630866.jpg,flickr_e348310f,otter-0104,whole_body,3038,332,2947,3710,6144,4105,,Generated by best.pt; confidence=0.930595,2026-08-03T17:49:33+00:00
0096f5b5a8c8,data/sources/flickr/images/49088630866.jpg,flickr_e348310f,otter-0104,throat,3512,1078,1311,2486,6144,4105,,Generated by best.pt; confidence=0.880297,2026-08-03T17:49:35+00:00
8500962781a8,data/sources/flickr/images/49114017582.jpg,flickr_e77a916d,otter-0796,whole_body,750,890,733,1125,3978,2775,,Generated by best.pt; confidence=0.334350,2026-08-03T17:49:43+00:00
78e831bb6fbb,data/sources/flickr/images/49114017582.jpg,flickr_e77a916d,otter-0796,throat,950,1142,368,597,3978,2775,,Generated by best.pt; confidence=0.941835,2026-08-03T17:49:47+00:00
4389c55635c1,data/sources/flickr/images/49114017582.jpg,flickr_e77a916d,otter-0796,throat_portrait,947,1144,367,593,3978,2775,,Generated by best.pt; confidence=0.975057,2026-08-03T17:49:49+00:00
e50292d16ced,data/sources/flickr/images/49114017647.jpg,flickr_e77a916d,otter-0797,throat_portrait,518,383,249,492,2048,1420,,Generated by best.pt; confidence=0.952806,2026-08-03T17:50:04+00:00
eabc5d1381b6,data/sources/flickr/images/49114017647.jpg,flickr_e77a916d,otter-0797,throat,519,382,251,492,2048,1420,,Generated by best.pt; confidence=0.944916,2026-08-03T17:50:06+00:00
9f0c21787727,data/sources/flickr/images/49114017647.jpg,flickr_e77a916d,otter-0067,throat_portrait,1177,410,289,609,2048,1420,,Generated by best.pt; confidence=0.979481,2026-08-03T17:50:12+00:00
010784c6c345,data/sources/flickr/images/49114017647.jpg,flickr_e77a916d,otter-0067,throat,1179,412,288,602,2048,1420,,Generated by best.pt; confidence=0.929922,2026-08-03T17:50:16+00:00
c2e51fccbbff,data/sources/flickr/images/49114017647.jpg,flickr_e77a916d,otter-0797,whole_body,357,258,552,1005,2048,1420,,,2026-08-03T17:50:28+00:00
2374a50e0933,data/sources/flickr/images/49114017647.jpg,flickr_e77a916d,otter-0067,whole_body,1022,255,590,1113,2048,1420,,,2026-08-03T17:50:37+00:00
12d123436934,data/sources/flickr/images/49294361072.jpg,flickr_a6514d6c,otter-0799,whole_body,444,158,388,315,1024,683,,Generated by best.pt; confidence=0.940124,2026-08-03T17:50:45+00:00
4937e570c61b,data/sources/flickr/images/49294361072.jpg,flickr_a6514d6c,otter-0799,throat,612,253,159,175,1024,683,,Generated by best.pt; confidence=0.953820,2026-08-03T17:50:46+00:00
96ee9e11c070,data/sources/flickr/images/49323240171.jpg,flickr_d0e7d719,otter-0800,whole_body,876,275,1786,1932,4077,2777,,Generated by best.pt; confidence=0.766001,2026-08-03T17:50:55+00:00
399e782dd5dc,data/sources/flickr/images/49323240171.jpg,flickr_d0e7d719,otter-0800,throat,1089,512,474,542,4077,2777,,Generated by best.pt; confidence=0.922618,2026-08-03T17:50:57+00:00
531effc076c3,data/sources/flickr/images/49323244116.jpg,flickr_d0e7d719,otter-0800,throat_portrait,1877,885,594,676,4462,2982,,Generated by best.pt; confidence=0.920569,2026-08-03T17:51:16+00:00
c00c13c8f2db,data/sources/flickr/images/49323244116.jpg,flickr_d0e7d719,otter-0800,throat,1875,887,602,675,4462,2982,,Generated by best.pt; confidence=0.902539,2026-08-03T17:51:18+00:00
984fbc94a20a,data/sources/flickr/images/49323244116.jpg,flickr_d0e7d719,otter-0800,whole_body,1034,488,2808,2047,4462,2982,,,2026-08-03T17:51:27+00:00
709f7c1935e9,data/sources/flickr/images/49441924591.jpg,flickr_95844dfa,otter-0801,whole_body,190,41,704,650,1024,691,,Generated by best.pt; confidence=0.931141,2026-08-03T17:51:47+00:00
72ef44da0c13,data/sources/flickr/images/49441924591.jpg,flickr_95844dfa,otter-0801,throat,221,279,515,412,1024,691,,Generated by best.pt; confidence=0.487407,2026-08-03T17:51:50+00:00
a4da9c08617f,data/sources/flickr/images/49642531548.jpg,flickr_d3f488a6,otter-0802,whole_body,1556,306,1498,2228,4634,3002,,Generated by best.pt; confidence=0.932153,2026-08-03T17:52:05+00:00
0cc362460292,data/sources/flickr/images/49642531548.jpg,flickr_d3f488a6,otter-0802,throat,1788,673,686,1432,4634,3002,,Generated by best.pt; confidence=0.906522,2026-08-03T17:52:08+00:00
e7843d7368c5,data/sources/flickr/images/49642531548.jpg,flickr_d3f488a6,otter-0802,throat_portrait,1787,672,686,1436,4634,3002,,Generated by best.pt; confidence=0.949393,2026-08-03T17:52:09+00:00
43f92814319f,data/sources/flickr/images/49669832383.jpg,flickr_94ff5a7a,otter-0803,whole_body,881,216,4087,3547,6720,4480,,Generated by best.pt; confidence=0.886226,2026-08-03T17:52:15+00:00
0f3f392036f6,data/sources/flickr/images/49669832383.jpg,flickr_94ff5a7a,otter-0803,throat,1214,925,919,1282,6720,4480,,Generated by best.pt; confidence=0.887908,2026-08-03T17:52:17+00:00
ab04299b1976,data/sources/flickr/images/49669832383.jpg,flickr_94ff5a7a,otter-0803,throat_portrait,1214,925,919,1282,6720,4480,,Generated by best.pt; confidence=0.887908,2026-08-03T17:52:19+00:00
7934c8086993,data/sources/flickr/images/49670665212.jpg,flickr_94ff5a7a,otter-0803,throat,3907,1131,1054,2086,6720,4480,,Generated by best.pt; confidence=0.912255,2026-08-03T17:52:39+00:00
d844e3d62761,data/sources/flickr/images/49670665212.jpg,flickr_94ff5a7a,otter-0803,throat_portrait,3912,1138,1043,2097,6720,4480,,Generated by best.pt; confidence=0.801789,2026-08-03T17:52:41+00:00
4b25c7ff4eea,data/sources/flickr/images/49670665212.jpg,flickr_94ff5a7a,otter-0803,whole_body,1620,485,4222,3771,6720,4480,,Generated by best.pt; confidence=0.550663,2026-08-03T17:52:46+00:00
5af15c730af8,data/sources/flickr/images/49672808588.jpg,flickr_d3f488a6,otter-0804,whole_body,556,767,3281,1692,4513,3038,,Generated by best.pt; confidence=0.956158,2026-08-03T17:52:52+00:00
fb2eb1804281,data/sources/flickr/images/49672808588.jpg,flickr_d3f488a6,otter-0804,throat,2604,1399,852,900,4513,3038,,Generated by best.pt; confidence=0.905662,2026-08-03T17:52:54+00:00
2b02c0f77f05,data/sources/flickr/images/5111069261.jpg,flickr_92156bcf,otter-0805,whole_body,427,118,201,335,997,800,,Generated by best.pt; confidence=0.889640,2026-08-03T17:53:22+00:00
2b706f10386a,data/sources/flickr/images/5111069261.jpg,flickr_92156bcf,otter-0599,whole_body,574,243,175,265,997,800,,Generated by best.pt; confidence=0.888023,2026-08-03T17:53:26+00:00
1d5c1e1e6241,data/sources/flickr/images/5111069261.jpg,flickr_92156bcf,otter-0599,throat,602,289,84,126,997,800,,Generated by best.pt; confidence=0.944534,2026-08-03T17:53:32+00:00
8489d45a96b6,data/sources/flickr/images/5111069261.jpg,flickr_92156bcf,otter-0805,throat,455,177,121,195,997,800,,Generated by best.pt; confidence=0.926930,2026-08-03T17:53:35+00:00
95e86cd1a430,data/sources/flickr/images/5111069261.jpg,flickr_92156bcf,otter-0805,throat_portrait,455,178,123,194,997,800,,Generated by best.pt; confidence=0.905599,2026-08-03T17:53:37+00:00
899d03772a21,data/sources/flickr/images/5111069261.jpg,flickr_92156bcf,otter-0599,throat_portrait,604,287,80,129,997,800,,Generated by best.pt; confidence=0.300490,2026-08-03T17:53:41+00:00
021613c12d93,data/sources/flickr/images/5111670938.jpg,flickr_92156bcf,otter-0805,whole_body,32,61,420,455,734,800,,Generated by best.pt; confidence=0.271524,2026-08-03T17:53:57+00:00
f723f9a5c5ec,data/sources/flickr/images/5111670938.jpg,flickr_92156bcf,otter-0599,whole_body,294,235,215,296,734,800,,Generated by best.pt; confidence=0.422393,2026-08-03T17:54:02+00:00
758b6c4f7e26,data/sources/flickr/images/5111670938.jpg,flickr_92156bcf,otter-0805,throat,175,232,189,150,734,800,,Generated by best.pt; confidence=0.831582,2026-08-03T17:54:12+00:00
2706ecb5421f,data/sources/flickr/images/5111670938.jpg,flickr_92156bcf,otter-0599,throat,345,362,110,124,734,800,,Generated by best.pt; confidence=0.909564,2026-08-03T17:54:20+00:00
2a0494a9050e,data/sources/flickr/images/5111670938.jpg,flickr_92156bcf,otter-0599,throat_portrait,345,362,110,123,734,800,,Generated by best.pt; confidence=0.913503,2026-08-03T17:54:22+00:00
c3b28b45741b,data/sources/flickr/images/5111670938.jpg,flickr_92156bcf,otter-0805,throat_portrait,175,232,189,150,734,800,,Generated by best.pt; confidence=0.831582,2026-08-03T17:54:32+00:00
945b92cd8ee3,data/sources/flickr/images/5111672778.jpg,flickr_92156bcf,otter-0809,whole_body,27,81,517,559,544,640,,Generated by best.pt; confidence=0.943644,2026-08-03T17:54:41+00:00
c35397caf895,data/sources/flickr/images/5111672778.jpg,flickr_92156bcf,otter-0809,throat,105,261,254,372,544,640,,Generated by best.pt; confidence=0.496918,2026-08-03T17:54:45+00:00
887c54443080,data/sources/flickr/images/5111672778.jpg,flickr_92156bcf,otter-0809,throat_portrait,107,275,242,363,544,640,,Generated by best.pt; confidence=0.265862,2026-08-03T17:54:47+00:00
22718de559f2,data/sources/flickr/images/51717771066.jpg,flickr_e348310f,otter-0104,whole_body,2398,243,2469,3429,5120,3672,,Generated by best.pt; confidence=0.793982,2026-08-03T17:55:43+00:00
7e122b254c65,data/sources/flickr/images/51717771066.jpg,flickr_e348310f,otter-0104,throat,2859,1215,1070,2246,5120,3672,,Generated by best.pt; confidence=0.748435,2026-08-03T17:55:45+00:00
83cf2cead7b1,data/sources/flickr/images/51717771066.jpg,flickr_e348310f,otter-0104,throat_portrait,2859,1215,1070,2246,5120,3672,,Generated by best.pt; confidence=0.748435,2026-08-03T17:55:47+00:00
51b1020b7235,data/sources/flickr/images/51736649333.jpg,flickr_6ae61eb6,otter-0811,whole_body,0,802,4060,2605,6144,4099,,Generated by best.pt; confidence=0.916318,2026-08-03T17:55:56+00:00
e52c94def4ca,data/sources/flickr/images/51736649333.jpg,flickr_6ae61eb6,otter-0811,throat,2959,1318,937,1149,6144,4099,,Generated by best.pt; confidence=0.921075,2026-08-03T17:55:57+00:00
6220c3c89d3c,data/sources/flickr/images/51736649333.jpg,flickr_6ae61eb6,otter-0811,throat_portrait,2959,1318,937,1149,6144,4099,,Generated by best.pt; confidence=0.921075,2026-08-03T17:55:59+00:00
42408bbda05e,data/sources/flickr/images/51759915521.jpg,flickr_0c7c761e,otter-0812,whole_body,49,180,4709,2898,6144,4098,,Generated by best.pt; confidence=0.942619,2026-08-03T17:56:19+00:00
86991724efa5,data/sources/flickr/images/51759915521.jpg,flickr_0c7c761e,otter-0812,throat,2840,1190,1061,1363,6144,4098,,Generated by best.pt; confidence=0.917648,2026-08-03T17:56:21+00:00
18dbd9b07229,data/sources/flickr/images/51960182027.jpg,flickr_e5de1840,otter-0813,whole_body,896,531,2831,1595,3822,2548,,Generated by best.pt; confidence=0.942896,2026-08-03T17:57:37+00:00
c543fe790a60,data/sources/flickr/images/51960182027.jpg,flickr_e5de1840,otter-0813,throat,1038,830,564,880,3822,2548,,Generated by best.pt; confidence=0.928572,2026-08-03T17:57:39+00:00
ac1f9624bf74,data/sources/flickr/images/51961748160.jpg,flickr_57eee7cf,otter-0814,throat,2704,459,453,625,4096,1366,,Generated by best.pt; confidence=0.923306,2026-08-03T17:57:45+00:00
8c6b89950e8e,data/sources/flickr/images/51961748160.jpg,flickr_57eee7cf,otter-0814,whole_body,2606,248,774,899,4096,1366,,Generated by best.pt; confidence=0.909891,2026-08-03T17:57:47+00:00
69dc0a772a9c,data/sources/flickr/images/52165162139.jpg,flickr_ac93a04c,otter-0583,whole_body,79,230,1968,1131,2047,1364,,Generated by best.pt; confidence=0.945634,2026-08-03T17:57:54+00:00
af0fc524b8c5,data/sources/flickr/images/52165162139.jpg,flickr_ac93a04c,otter-0583,throat,359,537,475,710,2047,1364,,Generated by best.pt; confidence=0.939663,2026-08-03T17:57:55+00:00
992cd0c69ccc,data/sources/flickr/images/52165162139.jpg,flickr_ac93a04c,otter-0583,throat_portrait,359,536,469,707,2047,1364,,Generated by best.pt; confidence=0.750888,2026-08-03T17:57:57+00:00
404a2e77004c,data/sources/flickr/images/52373028857.jpg,flickr_5daa4fca,otter-0817,whole_body,191,534,2040,2508,2517,3776,,Generated by best.pt; confidence=0.950496,2026-08-03T17:58:29+00:00
e205d0059746,data/sources/flickr/images/52373028857.jpg,flickr_5daa4fca,otter-0817,throat,560,1321,672,1284,2517,3776,,Generated by best.pt; confidence=0.858940,2026-08-03T17:58:31+00:00
2e21342fe134,data/sources/flickr/images/52373028857.jpg,flickr_5daa4fca,otter-0817,throat_portrait,566,1335,667,1234,2517,3776,,Generated by best.pt; confidence=0.473372,2026-08-03T17:58:32+00:00
86838082f2df,data/sources/flickr/images/52390454966.jpg,flickr_31da6aab,otter-0818,whole_body,511,240,707,1127,1600,1527,,Generated by best.pt; confidence=0.350415,2026-08-03T17:58:42+00:00
9b783d5ae86b,data/sources/flickr/images/52390454966.jpg,flickr_31da6aab,otter-0818,throat,584,395,430,946,1600,1527,,Generated by best.pt; confidence=0.759915,2026-08-03T17:58:44+00:00
d3bafcf86da7,data/sources/flickr/images/52390454966.jpg,flickr_31da6aab,otter-0818,throat_portrait,567,376,445,963,1600,1527,,Generated by best.pt; confidence=0.710752,2026-08-03T17:58:46+00:00
4743d276ae64,data/sources/flickr/images/52390697663.jpg,flickr_fe1fe9c2,otter-0328,whole_body,695,269,846,619,1600,1069,,Generated by best.pt; confidence=0.914988,2026-08-03T17:58:50+00:00
79c87e6b2556,data/sources/flickr/images/52390697663.jpg,flickr_fe1fe9c2,otter-0328,throat,731,369,178,196,1600,1069,,Generated by best.pt; confidence=0.899480,2026-08-03T17:58:52+00:00
0e73e80f996b,data/sources/flickr/images/52397204526.jpg,flickr_2945100a,otter-0094,whole_body,1565,1057,1797,2372,4949,3824,,Generated by best.pt; confidence=0.917541,2026-08-03T17:59:15+00:00
3fa290b98494,data/sources/flickr/images/52397204526.jpg,flickr_2945100a,otter-0094,throat,1829,1556,1331,1594,4949,3824,,Generated by best.pt; confidence=0.894051,2026-08-03T17:59:16+00:00
31beb17c1097,data/sources/flickr/images/52397204526.jpg,flickr_2945100a,otter-0094,throat_portrait,1840,1554,1320,1581,4949,3824,,Generated by best.pt; confidence=0.603471,2026-08-03T17:59:18+00:00
3b0d0c7b37de,data/sources/flickr/images/52397205626.jpg,flickr_2945100a,otter-0094,whole_body,471,782,2098,3104,3038,3931,,Generated by best.pt; confidence=0.940431,2026-08-03T17:59:26+00:00
97c9e5e81340,data/sources/flickr/images/52397205626.jpg,flickr_2945100a,otter-0094,throat,998,1582,1171,2152,3038,3931,,Generated by best.pt; confidence=0.835211,2026-08-03T17:59:28+00:00
ffd3a312f534,data/sources/flickr/images/52397205626.jpg,flickr_2945100a,otter-0094,throat_portrait,990,1523,1187,2097,3038,3931,,Generated by best.pt; confidence=0.637440,2026-08-03T17:59:30+00:00
66f61384a01d,data/sources/flickr/images/52397205976.jpg,flickr_2945100a,otter-0822,whole_body,264,899,2657,3442,3412,4416,,Generated by best.pt; confidence=0.961168,2026-08-03T17:59:36+00:00
be29c0a45f01,data/sources/flickr/images/52397205976.jpg,flickr_2945100a,otter-0822,throat,1215,1704,1317,2143,3412,4416,,Generated by best.pt; confidence=0.461892,2026-08-03T17:59:38+00:00
0ec9006f353d,data/sources/flickr/images/52397205976.jpg,flickr_2945100a,otter-0822,throat_portrait,1200,1725,1376,1964,3412,4416,,Generated by best.pt; confidence=0.254416,2026-08-03T17:59:39+00:00
ccc0198d6533,data/sources/flickr/images/52409599565.jpg,flickr_015a92c0,otter-0823,throat,1510,820,580,1019,4272,2848,,Generated by best.pt; confidence=0.935489,2026-08-03T17:59:52+00:00
1715c5ab951d,data/sources/flickr/images/52409599565.jpg,flickr_015a92c0,otter-0823,throat_portrait,1509,822,573,999,4272,2848,,Generated by best.pt; confidence=0.917853,2026-08-03T17:59:54+00:00
68b208b4e4f0,data/sources/flickr/images/52409599565.jpg,flickr_015a92c0,otter-0824,throat,2197,864,731,977,4272,2848,,Generated by best.pt; confidence=0.731409,2026-08-03T18:00:00+00:00
724c5813496f,data/sources/flickr/images/52409599565.jpg,flickr_015a92c0,otter-0823,whole_body,1081,432,1060,1714,4272,2848,,,2026-08-03T18:00:13+00:00
1a4907f52a2a,data/sources/flickr/images/52409599565.jpg,flickr_015a92c0,otter-0824,whole_body,1704,568,1598,2000,4272,2848,,,2026-08-03T18:00:23+00:00
bc8bf42ff5ac,data/sources/flickr/images/52411866488.jpg,flickr_335f0772,otter-0825,whole_body,1122,240,2057,3135,6144,4098,,Generated by best.pt; confidence=0.902648,2026-08-03T18:00:30+00:00
a2f86eb40800,data/sources/flickr/images/52411866488.jpg,flickr_335f0772,otter-0825,throat,1524,686,1368,2107,6144,4098,,Generated by best.pt; confidence=0.923535,2026-08-03T18:00:31+00:00
0c4feed80f72,data/sources/flickr/images/52411866488.jpg,flickr_335f0772,otter-0825,throat_portrait,1519,683,1337,2146,6144,4098,,Generated by best.pt; confidence=0.960133,2026-08-03T18:00:33+00:00
aff76400fb09,data/sources/flickr/images/52423086757.jpg,flickr_f1e0b0c1,otter-0826,whole_body,257,220,258,316,1024,759,,Generated by best.pt; confidence=0.960952,2026-08-03T18:00:49+00:00
0ed7729c763a,data/sources/flickr/images/52423086757.jpg,flickr_f1e0b0c1,otter-0826,throat,315,291,137,219,1024,759,,Generated by best.pt; confidence=0.935260,2026-08-03T18:00:51+00:00
35677e3e4317,data/sources/flickr/images/52423086757.jpg,flickr_f1e0b0c1,otter-0827,whole_body,517,263,270,289,1024,759,,Generated by best.pt; confidence=0.958127,2026-08-03T18:01:01+00:00
aaf08a8cef73,data/sources/flickr/images/52423086757.jpg,flickr_f1e0b0c1,otter-0827,throat,549,335,146,185,1024,759,,Generated by best.pt; confidence=0.932624,2026-08-03T18:01:06+00:00
eb77f80778be,data/sources/flickr/images/52423591801.jpg,flickr_f1e0b0c1,otter-0828,whole_body,197,279,2182,1420,2811,1849,,Generated by best.pt; confidence=0.919535,2026-08-03T18:01:13+00:00
ed9298bfb0aa,data/sources/flickr/images/52423591801.jpg,flickr_f1e0b0c1,otter-0828,throat,1756,503,406,953,2811,1849,,Generated by best.pt; confidence=0.917695,2026-08-03T18:01:14+00:00
e96c8017c45a,data/sources/flickr/images/52423591801.jpg,flickr_f1e0b0c1,otter-0828,throat_portrait,1751,502,408,951,2811,1849,,Generated by best.pt; confidence=0.953625,2026-08-03T18:01:15+00:00
5f36204ed8b5,data/sources/flickr/images/52423884514.jpg,flickr_f1e0b0c1,otter-0828,throat_portrait,828,486,346,855,1891,1698,,Generated by best.pt; confidence=0.935109,2026-08-03T18:01:31+00:00
fc0815cf9e75,data/sources/flickr/images/52423884514.jpg,flickr_f1e0b0c1,otter-0828,whole_body,621,250,811,1318,1891,1698,,Generated by best.pt; confidence=0.922924,2026-08-03T18:01:32+00:00
4c88fb431714,data/sources/flickr/images/52423884514.jpg,flickr_f1e0b0c1,otter-0828,throat,834,493,342,876,1891,1698,,Generated by best.pt; confidence=0.912056,2026-08-03T18:01:34+00:00
025fde3dd648,data/sources/flickr/images/52486474131.jpg,flickr_3550b06e,otter-0829,whole_body,362,293,259,290,1578,838,,Generated by best.pt; confidence=0.927986,2026-08-03T18:01:43+00:00
7ab96ee5edea,data/sources/flickr/images/52486474131.jpg,flickr_3550b06e,otter-0829,throat,425,353,127,183,1578,838,,Generated by best.pt; confidence=0.520878,2026-08-03T18:01:45+00:00
c100fcf38feb,data/sources/flickr/images/525368219.jpg,flickr_1c14f745,otter-0830,whole_body,235,77,78,122,500,334,,Generated by best.pt; confidence=0.458332,2026-08-03T18:01:52+00:00
303112b6479e,data/sources/flickr/images/525368219.jpg,flickr_1c14f745,otter-0830,throat_portrait,255,97,45,95,500,334,,Generated by best.pt; confidence=0.948446,2026-08-03T18:01:54+00:00
d54b41e8a46e,data/sources/flickr/images/525368219.jpg,flickr_1c14f745,otter-0830,throat,256,98,44,94,500,334,,Generated by best.pt; confidence=0.950040,2026-08-03T18:01:55+00:00
4eeda172c4f2,data/sources/flickr/images/52587991572.jpg,flickr_8c66b4af,otter-0832,whole_body,497,264,2416,1644,3413,2794,,Generated by best.pt; confidence=0.938435,2026-08-03T18:03:01+00:00
38ccea9dd1c1,data/sources/flickr/images/52587991572.jpg,flickr_8c66b4af,otter-0832,throat,669,475,370,792,3413,2794,,Generated by best.pt; confidence=0.937780,2026-08-03T18:03:03+00:00
e4784a8ee28c,data/sources/flickr/images/52587991572.jpg,flickr_8c66b4af,otter-0832,throat_portrait,665,481,376,784,3413,2794,,Generated by best.pt; confidence=0.929055,2026-08-03T18:03:04+00:00
63996dfa2d0f,data/sources/flickr/images/52588476726.jpg,flickr_b5daa481,otter-0833,whole_body,1219,1158,1864,1668,3407,3028,,Generated by best.pt; confidence=0.958313,2026-08-03T18:03:12+00:00
4dec994578e1,data/sources/flickr/images/52588476726.jpg,flickr_b5daa481,otter-0833,throat,1736,1832,902,826,3407,3028,,,2026-08-03T18:03:24+00:00
256e684741ff,data/sources/flickr/images/52588477011.jpg,flickr_7640bf68,otter-0834,whole_body,269,222,2715,2454,2984,2791,,Generated by best.pt; confidence=0.810623,2026-08-03T18:03:30+00:00
fd16eca957d7,data/sources/flickr/images/52588477011.jpg,flickr_7640bf68,otter-0834,throat,748,779,886,951,2984,2791,,Generated by best.pt; confidence=0.907699,2026-08-03T18:03:32+00:00
9a5e0ea912b6,data/sources/flickr/images/52588910210.jpg,flickr_7640bf68,otter-0835,whole_body,58,279,3611,2572,3943,3035,,Generated by best.pt; confidence=0.941950,2026-08-03T18:03:42+00:00
abfe4a3e9a54,data/sources/flickr/images/52588910210.jpg,flickr_7640bf68,otter-0835,throat,1596,1099,1624,1025,3943,3035,,,2026-08-03T18:03:50+00:00
cc0d39437f27,data/sources/flickr/images/52629255706.jpg,flickr_c6450f30,otter-0836,whole_body,44,292,1819,1456,3399,2316,,,2026-08-03T18:04:06+00:00
3b431c011f82,data/sources/flickr/images/52629255706.jpg,flickr_c6450f30,otter-0836,throat,588,604,1144,696,3399,2316,,,2026-08-03T18:04:13+00:00
c083ecf6bcf7,data/sources/flickr/images/52629255706.jpg,flickr_c6450f30,otter-0837,whole_body,1196,788,1983,1392,3399,2316,,,2026-08-03T18:04:24+00:00
92c8a2b06711,data/sources/flickr/images/52629255706.jpg,flickr_c6450f30,otter-0837,throat,1360,1248,576,504,3399,2316,,,2026-08-03T18:04:31+00:00
7544ec40f043,data/sources/flickr/images/52744882145.jpg,flickr_29daada6,otter-0838,whole_body,2674,2201,731,1004,6143,3993,,Generated by best.pt; confidence=0.922368,2026-08-03T18:04:36+00:00
47c8cf3a1d4f,data/sources/flickr/images/52744882145.jpg,flickr_29daada6,otter-0838,throat,2843,2424,417,679,6143,3993,,Generated by best.pt; confidence=0.699503,2026-08-03T18:04:38+00:00
15493e94b95a,data/sources/flickr/images/5275570966.jpg,flickr_8acb9e99,otter-0839,whole_body,358,313,147,179,1024,733,,Generated by best.pt; confidence=0.755889,2026-08-03T18:04:43+00:00
dad85f657a76,data/sources/flickr/images/5275570966.jpg,flickr_8acb9e99,otter-0839,throat,395,355,75,113,1024,733,,Generated by best.pt; confidence=0.284871,2026-08-03T18:04:44+00:00
d314a078b593,data/sources/flickr/images/52744882145.jpg,flickr_29daada6,otter-0838,throat_portrait,2843,2424,417,679,6143,3993,,Generated by best.pt; confidence=0.699503,2026-08-03T18:04:48+00:00
2bfd9708829c,data/sources/flickr/images/5275570966.jpg,flickr_8acb9e99,otter-0839,throat_portrait,395,355,75,113,1024,733,,Generated by best.pt; confidence=0.284871,2026-08-03T18:04:56+00:00
ac8abe734c90,data/sources/flickr/images/52809685168.jpg,flickr_29daada6,otter-0840,whole_body,1079,420,786,1261,3072,1997,,Generated by best.pt; confidence=0.959089,2026-08-03T18:05:08+00:00
ea91bb1db653,data/sources/flickr/images/52809685168.jpg,flickr_29daada6,otter-0840,throat_portrait,1286,635,425,977,3072,1997,,Generated by best.pt; confidence=0.935321,2026-08-03T18:05:09+00:00
0b8dc2510a51,data/sources/flickr/images/52809685168.jpg,flickr_29daada6,otter-0840,throat,1287,635,425,972,3072,1997,,Generated by best.pt; confidence=0.903755,2026-08-03T18:05:10+00:00
4c7870d2cc65,data/sources/flickr/images/52876561376.jpg,flickr_95a80856,otter-0833,whole_body,2124,1464,3082,2894,8256,5504,,Generated by best.pt; confidence=0.904294,2026-08-03T18:05:15+00:00
